Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,Away_P1,Away_P2,Away_P3,Away_P4,Away_P5,Away_P6,Away_P7,Away_P8,Away_P9,Away_P10,Home_P1,Home_P2,Home_P3,Home_P4,Home_P5,Home_P6,Home_P7,Home_P8,Home_P9,Home_P10,Diff_P1,Diff_P2,Diff_P3,Diff_P4,Diff_P5,Diff_P6,Diff_P7,Diff_P8,Diff_P9,Diff_P10
Mon Mar 29 2021,10:00p,Milwaukee Bucks,,Los Angeles Clippers,,,10.3,3.63,3.11,2.83,2.8,2.08,-1.3,-1.4,-1.75,-1.9,5.1,2.67,2.2,1.7,1.63,1.1,0.62,0.51,-0.71,-2.77,5.2,0.96,0.91,1.13,1.17,0.98,-1.92,-1.91,-1.04,0.87
Tue Mar 30 2021,7:00p,Charlotte Hornets,,Washington Wizards,,,2.11,1.9,1,-0.32,-0.55,-1.2,-1.31,-1.98,-2.54,-2.96,3.04,1.81,1.5,1.16,0.79,0.6,-1.8,-2.28,-2.84,-4,-0.93,0.09,-0.5,-1.48,-1.34,-1.8,0.49,0.3,0.3,1.04
Tue Mar 30 2021,9:00p,Philadelphia 76ers,,Denver Nuggets,,,3.81,3,2.53,1.17,0.23,-0.18,-0.34,-0.95,-2.73,-2.77,6.08,2,1.54,1.41,-0.25,-0.25,-0.43,-1,-2.75,-3.52,-2.27,1,0.99,-0.24,0.48,0.07,0.09,0.05,0.02,0.75
Tue Mar 30 2021,10:00p,Orlando Magic,,Los Angeles Clippers,,,2.57,1.07,1,0.47,-0.05,-0.34,-0.77,-2.52,-2.98,-3.45,5.1,2.67,2.2,1.7,1.63,1.1,0.62,0.51,-0.71,-2.77,-2.53,-1.6,-1.2,-1.23,-1.68,-1.44,-1.39,-3.03,-2.27,-0.68
Tue Mar 30 2021,10:00p,Atlanta Hawks,,Phoenix Suns,,,2.42,1.82,1.6,1.51,0.97,0.5,0.42,-1.21,-2.32,-3.53,4.5,2.59,2.48,0.93,0.84,-0.59,-0.63,-0.74,-1.06,-1.09,-2.08,-0.77,-0.88,0.58,0.13,1.09,1.05,-0.47,-1.26,-2.44
Wed Mar 31 2021,7:00p,Portland Trail Blazers,,Detroit Pistons,,,3.14,2.36,2.3,1.37,-1.07,-1.49,-1.68,-1.76,-1.76,-2.83,2.46,0.39,0.23,0.2,-0.91,-1,-1.85,-2.09,-2.29,-3.94,0.68,1.97,2.07,1.17,-0.16,-0.49,0.17,0.33,0.53,1.11
Wed Mar 31 2021,7:00p,Miami Heat,,Indiana Pacers,,,3.83,3.08,2.67,1.37,0.14,-0.32,-0.92,-1.06,-1.85,-1.97,1.38,1.37,1.15,0.71,0.54,0.53,0.28,-0.38,-1.35,-4.09,2.45,1.71,1.52,0.66,-0.4,-0.85,-1.2,-0.68,-0.5,2.12
Wed Mar 31 2021,7:30p,Dallas Mavericks,,Boston Celtics,,,6.28,3.24,1.48,1.3,0.98,0.27,0.13,0.13,-0.1,-1.73,3.87,3.03,2.29,1.41,1.26,-0.28,-0.92,-1.97,-2.28,-2.92,2.41,0.21,-0.81,-0.11,-0.28,0.55,1.05,2.1,2.18,1.19
Wed Mar 31 2021,7:30p,Houston Rockets,,Brooklyn Nets,,,3.53,1.5,0.62,0.61,0.5,-0.1,-0.39,-0.48,-1.8,-5.51,8,7.49,3.5,3.28,-0.41,-1.07,-1.16,-1.62,-1.84,-2.12,-4.47,-5.99,-2.88,-2.67,0.91,0.97,0.77,1.14,0.04,-3.39
Wed Mar 31 2021,8:00p,Utah Jazz,,Memphis Grizzlies,,,4.07,2.86,2.08,1,0.83,0.79,0.77,-0.31,-1.48,-2.87,2.4,2.3,1.32,0.8,0.65,0.2,0.14,-0.01,-2.56,-3.62,1.67,0.56,0.76,0.2,0.18,0.59,0.63,-0.3,1.08,0.75
Wed Mar 31 2021,8:00p,New York Knicks,,Minnesota Timberwolves,,,1,0.93,0.13,0.03,-0.53,-0.62,-0.67,-1.5,-1.84,-3.84,2.44,2.12,1.37,1,0.51,0.24,-0.15,-1.29,-1.78,-6.59,-1.44,-1.19,-1.24,-0.97,-1.04,-0.86,-0.52,-0.21,-0.06,2.75
Wed Mar 31 2021,8:00p,Toronto Raptors,,Oklahoma City Thunder,,,5.21,3.21,2.04,1.92,1.21,0.89,0.49,-0.07,-0.07,-3.95,1.37,1.11,0.38,0.1,-0.1,-1.03,-1.51,-2.57,-3.53,-4.39,3.84,2.1,1.66,1.82,1.31,1.92,2,2.5,3.46,0.44
Wed Mar 31 2021,8:30p,Sacramento Kings,,San Antonio Spurs,,,1.43,1.42,-0.15,-0.29,-0.56,-0.6,-0.87,-1,-1.02,-2.04,1.59,0.95,0.6,0.43,-0.28,-0.38,-0.61,-1.39,-1.56,-1.77,-0.16,0.47,-0.75,-0.72,-0.28,-0.22,-0.26,0.39,0.54,-0.27
Wed Mar 31 2021,10:00p,Milwaukee Bucks,,Los Angeles Lakers,,,10.3,3.63,3.11,2.83,2.8,2.08,-1.3,-1.4,-1.75,-1.9,9.58,2.53,2.37,2.34,2.08,1.87,1.38,-0.58,-0.82,-2.05,0.72,1.1,0.74,0.49,0.72,0.21,-2.68,-0.82,-0.93,0.15
Wed Mar 31 2021,10:00p,Chicago Bulls,,Phoenix Suns,,,0.49,0.21,0.04,0,-0.21,-0.4,-0.48,-0.66,-2.34,-2.84,4.5,2.59,2.48,0.93,0.84,-0.59,-0.63,-0.74,-1.06,-1.09,-4.01,-2.38,-2.44,-0.93,-1.05,0.19,0.15,0.08,-1.28,-1.75
Thu Apr 1 2021,7:00p,Philadelphia 76ers,,Cleveland Cavaliers,,,3.81,3,2.53,1.17,0.23,-0.18,-0.34,-0.95,-2.73,-2.77,1.64,0.1,0.1,0.02,-0.31,-1.28,-1.55,-1.79,-4.38,-4.57,2.17,2.9,2.43,1.15,0.54,1.1,1.21,0.84,1.65,1.8
Thu Apr 1 2021,7:00p,Washington Wizards,,Detroit Pistons,,,3.04,1.81,1.5,1.16,0.79,0.6,-1.8,-2.28,-2.84,-4,2.46,0.39,0.23,0.2,-0.91,-1,-1.85,-2.09,-2.29,-3.94,0.58,1.42,1.27,0.96,1.7,1.6,0.05,-0.19,-0.55,-0.06
Thu Apr 1 2021,7:30p,Charlotte Hornets,,Brooklyn Nets,,,2.11,1.9,1,-0.32,-0.55,-1.2,-1.31,-1.98,-2.54,-2.96,8,7.49,3.5,3.28,-0.41,-1.07,-1.16,-1.62,-1.84,-2.12,-5.89,-5.59,-2.5,-3.6,-0.14,-0.13,-0.15,-0.36,-0.7,-0.84
Thu Apr 1 2021,8:00p,Golden State Warriors,,Miami Heat,,,8,2.8,1.5,1.1,1,0.5,-0.5,-0.7,-2.39,-4.33,3.83,3.08,2.67,1.37,0.14,-0.32,-0.92,-1.06,-1.85,-1.97,4.17,-0.28,-1.17,-0.27,0.86,0.82,0.42,0.36,-0.54,-2.36
Thu Apr 1 2021,8:00p,Orlando Magic,,New Orleans Pelicans,,,2.57,1.07,1,0.47,-0.05,-0.34,-0.77,-2.52,-2.98,-3.45,3.29,2.11,1.64,1.2,0.63,0.49,-0.98,-1.13,-1.6,-3.81,-0.72,-1.04,-0.64,-0.73,-0.68,-0.83,0.21,-1.39,-1.38,0.36
Thu Apr 1 2021,8:30p,Atlanta Hawks,,San Antonio Spurs,,,2.42,1.82,1.6,1.51,0.97,0.5,0.42,-1.21,-2.32,-3.53,1.59,0.95,0.6,0.43,-0.28,-0.38,-0.61,-1.39,-1.56,-1.77,0.83,0.87,1,1.08,1.25,0.88,1.03,0.18,-0.76,-1.76
Thu Apr 1 2021,10:00p,Denver Nuggets,,Los Angeles Clippers,,,6.08,2,1.54,1.41,-0.25,-0.25,-0.43,-1,-2.75,-3.52,5.1,2.67,2.2,1.7,1.63,1.1,0.62,0.51,-0.71,-2.77,0.98,-0.67,-0.66,-0.29,-1.88,-1.35,-1.05,-1.51,-2.04,-0.75
Fri Apr 2 2021,7:00p,Golden State Warriors,,Toronto Raptors,,,8,2.8,1.5,1.1,1,0.5,-0.5,-0.7,-2.39,-4.33,5.21,3.21,2.04,1.92,1.21,0.89,0.49,-0.07,-0.07,-3.95,2.79,-0.41,-0.54,-0.82,-0.21,-0.39,-0.99,-0.63,-2.32,-0.38
Fri Apr 2 2021,7:30p,Houston Rockets,,Boston Celtics,,,3.53,1.5,0.62,0.61,0.5,-0.1,-0.39,-0.48,-1.8,-5.51,3.87,3.03,2.29,1.41,1.26,-0.28,-0.92,-1.97,-2.28,-2.92,-0.34,-1.53,-1.67,-0.8,-0.76,0.18,0.53,1.49,0.48,-2.59
Fri Apr 2 2021,7:30p,Dallas Mavericks,,New York Knicks,,,6.28,3.24,1.48,1.3,0.98,0.27,0.13,0.13,-0.1,-1.73,1,0.93,0.13,0.03,-0.53,-0.62,-0.67,-1.5,-1.84,-3.84,5.28,2.31,1.35,1.27,1.51,0.89,0.8,1.63,1.74,2.11
Fri Apr 2 2021,8:00p,Charlotte Hornets,,Indiana Pacers,,,2.11,1.9,1,-0.32,-0.55,-1.2,-1.31,-1.98,-2.54,-2.96,1.38,1.37,1.15,0.71,0.54,0.53,0.28,-0.38,-1.35,-4.09,0.73,0.53,-0.15,-1.03,-1.09,-1.73,-1.59,-1.6,-1.19,1.13
Fri Apr 2 2021,8:00p,Minnesota Timberwolves,,Memphis Grizzlies,,,2.44,2.12,1.37,1,0.51,0.24,-0.15,-1.29,-1.78,-6.59,2.4,2.3,1.32,0.8,0.65,0.2,0.14,-0.01,-2.56,-3.62,0.04,-0.18,0.05,0.2,-0.14,0.04,-0.29,-1.28,0.78,-2.97
Fri Apr 2 2021,9:00p,Atlanta Hawks,,New Orleans Pelicans,,,2.42,1.82,1.6,1.51,0.97,0.5,0.42,-1.21,-2.32,-3.53,3.29,2.11,1.64,1.2,0.63,0.49,-0.98,-1.13,-1.6,-3.81,-0.87,-0.29,-0.04,0.31,0.34,0.01,1.4,-0.08,-0.72,0.28
Fri Apr 2 2021,9:00p,Chicago Bulls,,Utah Jazz,,,0.49,0.21,0.04,0,-0.21,-0.4,-0.48,-0.66,-2.34,-2.84,4.07,2.86,2.08,1,0.83,0.79,0.77,-0.31,-1.48,-2.87,-3.58,-2.65,-2.04,-1,-1.04,-1.19,-1.25,-0.35,-0.86,0.03
Fri Apr 2 2021,10:00p,Oklahoma City Thunder,,Phoenix Suns,,,1.37,1.11,0.38,0.1,-0.1,-1.03,-1.51,-2.57,-3.53,-4.39,4.5,2.59,2.48,0.93,0.84,-0.59,-0.63,-0.74,-1.06,-1.09,-3.13,-1.48,-2.1,-0.83,-0.94,-0.44,-0.88,-1.83,-2.47,-3.3
Fri Apr 2 2021,10:00p,Milwaukee Bucks,,Portland Trail Blazers,,,10.3,3.63,3.11,2.83,2.8,2.08,-1.3,-1.4,-1.75,-1.9,3.14,2.36,2.3,1.37,-1.07,-1.49,-1.68,-1.76,-1.76,-2.83,7.16,1.27,0.81,1.46,3.87,3.57,0.38,0.36,0.01,0.93
Fri Apr 2 2021,10:00p,Los Angeles Lakers,,Sacramento Kings,,,9.58,2.53,2.37,2.34,2.08,1.87,1.38,-0.58,-0.82,-2.05,1.43,1.42,-0.15,-0.29,-0.56,-0.6,-0.87,-1,-1.02,-2.04,8.15,1.11,2.52,2.63,2.64,2.47,2.25,0.42,0.2,-0.01
Sat Apr 3 2021,7:00p,Dallas Mavericks,,Washington Wizards,,,6.28,3.24,1.48,1.3,0.98,0.27,0.13,0.13,-0.1,-1.73,3.04,1.81,1.5,1.16,0.79,0.6,-1.8,-2.28,-2.84,-4,3.24,1.43,-0.02,0.14,0.19,-0.33,1.93,2.41,2.74,2.27
Sat Apr 3 2021,8:00p,New York Knicks,,Detroit Pistons,,,1,0.93,0.13,0.03,-0.53,-0.62,-0.67,-1.5,-1.84,-3.84,2.46,0.39,0.23,0.2,-0.91,-1,-1.85,-2.09,-2.29,-3.94,-1.46,0.54,-0.1,-0.17,0.38,0.38,1.18,0.59,0.45,0.1
Sat Apr 3 2021,8:00p,Cleveland Cavaliers,,Miami Heat,,,1.64,0.1,0.1,0.02,-0.31,-1.28,-1.55,-1.79,-4.38,-4.57,3.83,3.08,2.67,1.37,0.14,-0.32,-0.92,-1.06,-1.85,-1.97,-2.19,-2.98,-2.57,-1.35,-0.45,-0.96,-0.63,-0.73,-2.53,-2.6
Sat Apr 3 2021,8:00p,Minnesota Timberwolves,,Philadelphia 76ers,,,2.44,2.12,1.37,1,0.51,0.24,-0.15,-1.29,-1.78,-6.59,3.81,3,2.53,1.17,0.23,-0.18,-0.34,-0.95,-2.73,-2.77,-1.37,-0.88,-1.16,-0.17,0.28,0.42,0.19,-0.34,0.95,-3.82
Sat Apr 3 2021,9:00p,Indiana Pacers,,San Antonio Spurs,,,1.38,1.37,1.15,0.71,0.54,0.53,0.28,-0.38,-1.35,-4.09,1.59,0.95,0.6,0.43,-0.28,-0.38,-0.61,-1.39,-1.56,-1.77,-0.21,0.42,0.55,0.28,0.82,0.91,0.89,1.01,0.21,-2.32
Sat Apr 3 2021,9:00p,Orlando Magic,,Utah Jazz,,,2.57,1.07,1,0.47,-0.05,-0.34,-0.77,-2.52,-2.98,-3.45,4.07,2.86,2.08,1,0.83,0.79,0.77,-0.31,-1.48,-2.87,-1.5,-1.79,-1.08,-0.53,-0.88,-1.13,-1.54,-2.21,-1.5,-0.58
Sat Apr 3 2021,10:00p,Oklahoma City Thunder,,Portland Trail Blazers,,,1.37,1.11,0.38,0.1,-0.1,-1.03,-1.51,-2.57,-3.53,-4.39,3.14,2.36,2.3,1.37,-1.07,-1.49,-1.68,-1.76,-1.76,-2.83,-1.77,-1.25,-1.92,-1.27,0.97,0.46,0.17,-0.81,-1.77,-1.56
Sat Apr 3 2021,10:00p,Milwaukee Bucks,,Sacramento Kings,,,10.3,3.63,3.11,2.83,2.8,2.08,-1.3,-1.4,-1.75,-1.9,1.43,1.42,-0.15,-0.29,-0.56,-0.6,-0.87,-1,-1.02,-2.04,8.87,2.21,3.26,3.12,3.36,2.68,-0.43,-0.4,-0.73,0.14
Sun Apr 4 2021,2:00p,Brooklyn Nets,,Chicago Bulls,,,8,7.49,3.5,3.28,-0.41,-1.07,-1.16,-1.62,-1.84,-2.12,0.49,0.21,0.04,0,-0.21,-0.4,-0.48,-0.66,-2.34,-2.84,7.51,7.28,3.46,3.28,-0.2,-0.67,-0.68,-0.96,0.5,0.72
Sun Apr 4 2021,3:30p,Los Angeles Lakers,,Los Angeles Clippers,,,9.58,2.53,2.37,2.34,2.08,1.87,1.38,-0.58,-0.82,-2.05,5.1,2.67,2.2,1.7,1.63,1.1,0.62,0.51,-0.71,-2.77,4.48,-0.14,0.17,0.64,0.45,0.77,0.76,-1.09,-0.11,0.72
Sun Apr 4 2021,6:00p,Charlotte Hornets,,Boston Celtics,,,2.11,1.9,1,-0.32,-0.55,-1.2,-1.31,-1.98,-2.54,-2.96,3.87,3.03,2.29,1.41,1.26,-0.28,-0.92,-1.97,-2.28,-2.92,-1.76,-1.13,-1.29,-1.73,-1.81,-0.92,-0.39,-0.01,-0.26,-0.04
Sun Apr 4 2021,7:00p,Memphis Grizzlies,,Philadelphia 76ers,,,2.4,2.3,1.32,0.8,0.65,0.2,0.14,-0.01,-2.56,-3.62,3.81,3,2.53,1.17,0.23,-0.18,-0.34,-0.95,-2.73,-2.77,-1.41,-0.7,-1.21,-0.37,0.42,0.38,0.48,0.94,0.17,-0.85
Sun Apr 4 2021,7:30p,Golden State Warriors,,Atlanta Hawks,,,8,2.8,1.5,1.1,1,0.5,-0.5,-0.7,-2.39,-4.33,2.42,1.82,1.6,1.51,0.97,0.5,0.42,-1.21,-2.32,-3.53,5.58,0.98,-0.1,-0.41,0.03,0,-0.92,0.51,-0.07,-0.8
Sun Apr 4 2021,8:00p,New Orleans Pelicans,,Houston Rockets,,,3.29,2.11,1.64,1.2,0.63,0.49,-0.98,-1.13,-1.6,-3.81,3.53,1.5,0.62,0.61,0.5,-0.1,-0.39,-0.48,-1.8,-5.51,-0.24,0.61,1.02,0.59,0.13,0.59,-0.59,-0.65,0.2,1.7
Sun Apr 4 2021,10:00p,Orlando Magic,,Denver Nuggets,,,2.57,1.07,1,0.47,-0.05,-0.34,-0.77,-2.52,-2.98,-3.45,6.08,2,1.54,1.41,-0.25,-0.25,-0.43,-1,-2.75,-3.52,-3.51,-0.93,-0.54,-0.94,0.2,-0.09,-0.34,-1.52,-0.23,0.07
Mon Apr 5 2021,7:00p,New York Knicks,,Brooklyn Nets,,,1,0.93,0.13,0.03,-0.53,-0.62,-0.67,-1.5,-1.84,-3.84,8,7.49,3.5,3.28,-0.41,-1.07,-1.16,-1.62,-1.84,-2.12,-7,-6.56,-3.37,-3.25,-0.12,0.45,0.49,0.12,0,-1.72
Mon Apr 5 2021,7:00p,Utah Jazz,,Dallas Mavericks,,,4.07,2.86,2.08,1,0.83,0.79,0.77,-0.31,-1.48,-2.87,6.28,3.24,1.48,1.3,0.98,0.27,0.13,0.13,-0.1,-1.73,-2.21,-0.38,0.6,-0.3,-0.15,0.52,0.64,-0.44,-1.38,-1.14
Mon Apr 5 2021,7:00p,Sacramento Kings,,Minnesota Timberwolves,,,1.43,1.42,-0.15,-0.29,-0.56,-0.6,-0.87,-1,-1.02,-2.04,2.44,2.12,1.37,1,0.51,0.24,-0.15,-1.29,-1.78,-6.59,-1.01,-0.7,-1.52,-1.29,-1.07,-0.84,-0.72,0.29,0.76,4.55
Mon Apr 5 2021,7:00p,Detroit Pistons,,Oklahoma City Thunder,,,2.46,0.39,0.23,0.2,-0.91,-1,-1.85,-2.09,-2.29,-3.94,1.37,1.11,0.38,0.1,-0.1,-1.03,-1.51,-2.57,-3.53,-4.39,1.09,-0.72,-0.15,0.1,-0.81,0.03,-0.34,0.48,1.24,0.45
Mon Apr 5 2021,7:00p,Cleveland Cavaliers,,San Antonio Spurs,,,1.64,0.1,0.1,0.02,-0.31,-1.28,-1.55,-1.79,-4.38,-4.57,1.59,0.95,0.6,0.43,-0.28,-0.38,-0.61,-1.39,-1.56,-1.77,0.05,-0.85,-0.5,-0.41,-0.03,-0.9,-0.94,-0.4,-2.82,-2.8
Mon Apr 5 2021,7:00p,Washington Wizards,,Toronto Raptors,,,3.04,1.81,1.5,1.16,0.79,0.6,-1.8,-2.28,-2.84,-4,5.21,3.21,2.04,1.92,1.21,0.89,0.49,-0.07,-0.07,-3.95,-2.17,-1.4,-0.54,-0.76,-0.42,-0.29,-2.29,-2.21,-2.77,-0.05
Mon Apr 5 2021,8:00p,Phoenix Suns,,Houston Rockets,,,4.5,2.59,2.48,0.93,0.84,-0.59,-0.63,-0.74,-1.06,-1.09,3.53,1.5,0.62,0.61,0.5,-0.1,-0.39,-0.48,-1.8,-5.51,0.97,1.09,1.86,0.32,0.34,-0.49,-0.24,-0.26,0.74,4.42
Tue Apr 6 2021,7:00p,Chicago Bulls,,Indiana Pacers,,,0.49,0.21,0.04,0,-0.21,-0.4,-0.48,-0.66,-2.34,-2.84,1.38,1.37,1.15,0.71,0.54,0.53,0.28,-0.38,-1.35,-4.09,-0.89,-1.16,-1.11,-0.71,-0.75,-0.93,-0.76,-0.28,-0.99,1.25
Tue Apr 6 2021,7:30p,New Orleans Pelicans,,Atlanta Hawks,,,3.29,2.11,1.64,1.2,0.63,0.49,-0.98,-1.13,-1.6,-3.81,2.42,1.82,1.6,1.51,0.97,0.5,0.42,-1.21,-2.32,-3.53,0.87,0.29,0.04,-0.31,-0.34,-0.01,-1.4,0.08,0.72,-0.28
Tue Apr 6 2021,7:30p,Philadelphia 76ers,,Boston Celtics,,,3.81,3,2.53,1.17,0.23,-0.18,-0.34,-0.95,-2.73,-2.77,3.87,3.03,2.29,1.41,1.26,-0.28,-0.92,-1.97,-2.28,-2.92,-0.06,-0.03,0.24,-0.24,-1.03,0.1,0.58,1.02,-0.45,0.15
Tue Apr 6 2021,7:30p,Los Angeles Lakers,,Toronto Raptors,,,9.58,2.53,2.37,2.34,2.08,1.87,1.38,-0.58,-0.82,-2.05,5.21,3.21,2.04,1.92,1.21,0.89,0.49,-0.07,-0.07,-3.95,4.37,-0.68,0.33,0.42,0.87,0.98,0.89,-0.51,-0.75,1.9
Tue Apr 6 2021,8:00p,Memphis Grizzlies,,Miami Heat,,,2.4,2.3,1.32,0.8,0.65,0.2,0.14,-0.01,-2.56,-3.62,3.83,3.08,2.67,1.37,0.14,-0.32,-0.92,-1.06,-1.85,-1.97,-1.43,-0.78,-1.35,-0.57,0.51,0.52,1.06,1.05,-0.71,-1.65
Tue Apr 6 2021,9:00p,Detroit Pistons,,Denver Nuggets,,,2.46,0.39,0.23,0.2,-0.91,-1,-1.85,-2.09,-2.29,-3.94,6.08,2,1.54,1.41,-0.25,-0.25,-0.43,-1,-2.75,-3.52,-3.62,-1.61,-1.31,-1.21,-0.66,-0.75,-1.42,-1.09,0.46,-0.42
Tue Apr 6 2021,10:00p,Milwaukee Bucks,,Golden State Warriors,,,10.3,3.63,3.11,2.83,2.8,2.08,-1.3,-1.4,-1.75,-1.9,8,2.8,1.5,1.1,1,0.5,-0.5,-0.7,-2.39,-4.33,2.3,0.83,1.61,1.73,1.8,1.58,-0.8,-0.7,0.64,2.43
Tue Apr 6 2021,10:00p,Portland Trail Blazers,,Los Angeles Clippers,,,3.14,2.36,2.3,1.37,-1.07,-1.49,-1.68,-1.76,-1.76,-2.83,5.1,2.67,2.2,1.7,1.63,1.1,0.62,0.51,-0.71,-2.77,-1.96,-0.31,0.1,-0.33,-2.7,-2.59,-2.3,-2.27,-1.05,-0.06
Wed Apr 7 2021,7:00p,Minnesota Timberwolves,,Indiana Pacers,,,2.44,2.12,1.37,1,0.51,0.24,-0.15,-1.29,-1.78,-6.59,1.38,1.37,1.15,0.71,0.54,0.53,0.28,-0.38,-1.35,-4.09,1.06,0.75,0.22,0.29,-0.03,-0.29,-0.43,-0.91,-0.43,-2.5
Wed Apr 7 2021,7:00p,Washington Wizards,,Orlando Magic,,,3.04,1.81,1.5,1.16,0.79,0.6,-1.8,-2.28,-2.84,-4,2.57,1.07,1,0.47,-0.05,-0.34,-0.77,-2.52,-2.98,-3.45,0.47,0.74,0.5,0.69,0.84,0.94,-1.03,0.24,0.14,-0.55
Wed Apr 7 2021,7:30p,New York Knicks,,Boston Celtics,,,1,0.93,0.13,0.03,-0.53,-0.62,-0.67,-1.5,-1.84,-3.84,3.87,3.03,2.29,1.41,1.26,-0.28,-0.92,-1.97,-2.28,-2.92,-2.87,-2.1,-2.16,-1.38,-1.79,-0.34,0.25,0.47,0.44,-0.92
Wed Apr 7 2021,7:30p,New Orleans Pelicans,,Brooklyn Nets,,,3.29,2.11,1.64,1.2,0.63,0.49,-0.98,-1.13,-1.6,-3.81,8,7.49,3.5,3.28,-0.41,-1.07,-1.16,-1.62,-1.84,-2.12,-4.71,-5.38,-1.86,-2.08,1.04,1.56,0.18,0.49,0.24,-1.69
Wed Apr 7 2021,8:00p,Memphis Grizzlies,,Atlanta Hawks,,,2.4,2.3,1.32,0.8,0.65,0.2,0.14,-0.01,-2.56,-3.62,2.42,1.82,1.6,1.51,0.97,0.5,0.42,-1.21,-2.32,-3.53,-0.02,0.48,-0.28,-0.71,-0.32,-0.3,-0.28,1.2,-0.24,-0.09
Wed Apr 7 2021,8:00p,Dallas Mavericks,,Houston Rockets,,,6.28,3.24,1.48,1.3,0.98,0.27,0.13,0.13,-0.1,-1.73,3.53,1.5,0.62,0.61,0.5,-0.1,-0.39,-0.48,-1.8,-5.51,2.75,1.74,0.86,0.69,0.48,0.37,0.52,0.61,1.7,3.78
Wed Apr 7 2021,8:00p,Charlotte Hornets,,Oklahoma City Thunder,,,2.11,1.9,1,-0.32,-0.55,-1.2,-1.31,-1.98,-2.54,-2.96,1.37,1.11,0.38,0.1,-0.1,-1.03,-1.51,-2.57,-3.53,-4.39,0.74,0.79,0.62,-0.42,-0.45,-0.17,0.2,0.59,0.99,1.43
Wed Apr 7 2021,9:00p,San Antonio Spurs,,Denver Nuggets,,,1.59,0.95,0.6,0.43,-0.28,-0.38,-0.61,-1.39,-1.56,-1.77,6.08,2,1.54,1.41,-0.25,-0.25,-0.43,-1,-2.75,-3.52,-4.49,-1.05,-0.94,-0.98,-0.03,-0.13,-0.18,-0.39,1.19,1.75
Wed Apr 7 2021,10:00p,Utah Jazz,,Phoenix Suns,,,4.07,2.86,2.08,1,0.83,0.79,0.77,-0.31,-1.48,-2.87,4.5,2.59,2.48,0.93,0.84,-0.59,-0.63,-0.74,-1.06,-1.09,-0.43,0.27,-0.4,0.07,-0.01,1.38,1.4,0.43,-0.42,-1.78
Thu Apr 8 2021,7:30p,Los Angeles Lakers,,Miami Heat,,,9.58,2.53,2.37,2.34,2.08,1.87,1.38,-0.58,-0.82,-2.05,3.83,3.08,2.67,1.37,0.14,-0.32,-0.92,-1.06,-1.85,-1.97,5.75,-0.55,-0.3,0.97,1.94,2.19,2.3,0.48,1.03,-0.08
Thu Apr 8 2021,8:00p,Cleveland Cavaliers,,Oklahoma City Thunder,,,1.64,0.1,0.1,0.02,-0.31,-1.28,-1.55,-1.79,-4.38,-4.57,1.37,1.11,0.38,0.1,-0.1,-1.03,-1.51,-2.57,-3.53,-4.39,0.27,-1.01,-0.28,-0.08,-0.21,-0.25,-0.04,0.78,-0.85,-0.18
Thu Apr 8 2021,9:00p,Milwaukee Bucks,,Dallas Mavericks,,,10.3,3.63,3.11,2.83,2.8,2.08,-1.3,-1.4,-1.75,-1.9,6.28,3.24,1.48,1.3,0.98,0.27,0.13,0.13,-0.1,-1.73,4.02,0.39,1.63,1.53,1.82,1.81,-1.43,-1.53,-1.65,-0.17
Thu Apr 8 2021,10:00p,Phoenix Suns,,Los Angeles Clippers,,,4.5,2.59,2.48,0.93,0.84,-0.59,-0.63,-0.74,-1.06,-1.09,5.1,2.67,2.2,1.7,1.63,1.1,0.62,0.51,-0.71,-2.77,-0.6,-0.08,0.28,-0.77,-0.79,-1.69,-1.25,-1.25,-0.35,1.68
Thu Apr 8 2021,10:00p,Detroit Pistons,,Sacramento Kings,,,2.46,0.39,0.23,0.2,-0.91,-1,-1.85,-2.09,-2.29,-3.94,1.43,1.42,-0.15,-0.29,-0.56,-0.6,-0.87,-1,-1.02,-2.04,1.03,-1.03,0.38,0.49,-0.35,-0.4,-0.98,-1.09,-1.27,-1.9
Thu Apr 8 2021,10:00p,Portland Trail Blazers,,Utah Jazz,,,3.14,2.36,2.3,1.37,-1.07,-1.49,-1.68,-1.76,-1.76,-2.83,4.07,2.86,2.08,1,0.83,0.79,0.77,-0.31,-1.48,-2.87,-0.93,-0.5,0.22,0.37,-1.9,-2.28,-2.45,-1.45,-0.28,0.04
Fri Apr 9 2021,7:00p,Indiana Pacers,,Orlando Magic,,,1.38,1.37,1.15,0.71,0.54,0.53,0.28,-0.38,-1.35,-4.09,2.57,1.07,1,0.47,-0.05,-0.34,-0.77,-2.52,-2.98,-3.45,-1.19,0.3,0.15,0.24,0.59,0.87,1.05,2.14,1.63,-0.64
Fri Apr 9 2021,7:30p,Chicago Bulls,,Atlanta Hawks,,,0.49,0.21,0.04,0,-0.21,-0.4,-0.48,-0.66,-2.34,-2.84,2.42,1.82,1.6,1.51,0.97,0.5,0.42,-1.21,-2.32,-3.53,-1.93,-1.61,-1.56,-1.51,-1.18,-0.9,-0.9,0.55,-0.02,0.69
Fri Apr 9 2021,7:30p,Minnesota Timberwolves,,Boston Celtics,,,2.44,2.12,1.37,1,0.51,0.24,-0.15,-1.29,-1.78,-6.59,3.87,3.03,2.29,1.41,1.26,-0.28,-0.92,-1.97,-2.28,-2.92,-1.43,-0.91,-0.92,-0.41,-0.75,0.52,0.77,0.68,0.5,-3.67
